Java开发工程师,富德康（北京）科技股份有限公司,民营公司,50-150人,计算机软件,1.5-2万/月,北京-西城区,3-4年经验,本科,招1人,03-24发布,,,五险一金;带薪年假;周末双休;节日福利;全勤奖;绩效奖金;交通补贴;餐饮补贴;定期体检,
Java开发工程师,广州健新科技股份有限公司,民营公司,150-500人,计算机软件,5-8千/月,成都,2年经验,大专,招若干人,03-24发布,,,五险一金;定期体检;免费午餐;周末双休;节日福利,
java软件工程师,北京致远互联软件股份有限公司,民营公司,1000-5000人,互联网/电子商务,0.8-1.4万/月,成都,3-4年经验,本科,招若干人,03-24发布,,,弹性工作;五险一金;绩效奖金;定期体检;员工旅游,
Java开发工程师,深圳市惠享付网络技术有限公司,民营公司,少于50人,互联网/电子商务,1-1.5万/月,深圳-龙华新区,3-4年经验,大专,招1人,03-24发布,,,五险一金;年终奖金;绩效奖金;丰厚提成;交通补贴;通讯补贴;专业培训;弹性工作,
Java高级开发工程师,上海金大师互联网金融信息服务有限公司,上市公司,1000-5000人,金融/投资/证券,1.5-2.5万/月,上海-浦东新区,3-4年经验,本科,招1人,03-24发布,,,做五休二;周末双休;带薪年假;五险一金;节日福利;结婚生育福利;生日福利;商业保险,
java开发工程师（外派启明）,长春斯纳欧软件有限公司,民营公司,150-500人,计算机软件,4.5-6千/月,长春-净月经济开发区,无工作经验,,招10人,03-24发布,,,五险一金;绩效奖金;年终奖金;专业培训;出国机会;周末双休;节日福利,
Java开发工程师-光典-DASCPB,上海中信信息发展股份有限公司,上市公司,1000-5000人,计算机软件,0.8-1万/月,上海-普陀区,2年经验,大专,招1人,03-24发布,,,五险一金;餐饮补贴;绩效奖金;年终奖金;员工旅游,
Java高级开发工程师(西安）,杭州数云信息技术有限公司西安分公司,民营公司,500-1000人,计算机软件,1.5-2万/月,西安-高新技术产业开发区,5-7年经验,大专,招2人,03-24发布,,,,
Java后端研发工程师,广州市奔流电力科技有限公司,民营公司,50-150人,电气/电力/水利,2-3万/月,广州,无工作经验,,招3人,03-24发布,,,五险一金;员工旅游;专业培训;绩效奖金;年终奖金;弹性工作;定期体检;周末双休;节日津贴;餐费补贴,
Java开发工程师,海通安恒科技有限公司,民营公司,1000-5000人,专业服务(咨询、人力资源、财会),1.3-1.7万/月,杭州-余杭区,3-4年经验,大专,招1人,03-24发布,,,五险一金;通讯补贴;年终奖金;定期体检;周末双休;带薪年假,
